,TwittID,TextData,TweetCreatedAt,RetweetCount,TweetFavouriteCount,TweetSource,UserID,UserScreenName,UserName,UserCreatedAt,UserDescription,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,HttpCount,HashtagCount,MentionCount,TweetCount
10,1399433850665635843,RT @M_Lekhi: द्विव्यांगों को राशन किट्स वितरण  https://t.co/zn67zaODdD,2021-05-31 18:33:24,76,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,1,42859
11,1399433700337610753,RT @raghav_chadha: A praiseworthy initiative by the Institute of Chartered Accountants of India (@theicai) of organising a special vaccinat…,2021-05-31 18:32:49,199,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
12,1399423892695912459,"RT @PiyushGoyalOffc: In the last 7 years, we have converted all toilets in the railways to bio-toilets

We are today a Swachh Railway and o…",2021-05-31 17:53:50,1721,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
13,1399421676027219969,🕉🕉 https://t.co/wF9urwzxLs,2021-05-31 17:45:02,4,39,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,0,42859
14,1399411152262635523,@MOHANJANGA1 Hmmm🎙🔎🔎✒️🗳,2021-05-31 17:03:13,0,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
15,1399410660316901379,@Banaja88090083 Hum hoon !!,2021-05-31 17:01:15,0,2,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
16,1399405006181199872,@IShivamChhabra 🤗❤️🕉🙏 Thank you,2021-05-31 16:38:47,0,1,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
17,1399395373081264129,RT @ashishchauhan: https://t.co/eGh6cqfX9E,2021-05-31 16:00:31,52,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,1,42859
18,1399395134236631040,"@ashishchauhan Wow, fantastic",2021-05-31 15:59:34,0,2,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
19,1399384231738896385,https://t.co/U6fzJqBBBx,2021-05-31 15:16:14,0,14,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,0,42859
20,1399382781667385344,@urvibarman Sure,2021-05-31 15:10:29,0,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
21,1399381605513191428,"China👎👎

This when India 🇮🇳🇮🇳in 2020 passed a first of its kind Medical Termination of Pregnancy (Amendment) Bill,… https://t.co/LBIuL8MnJC",2021-05-31 15:05:48,6,19,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,0,42859
22,1399379328270434306,Oppn CMs are w/ increasingly outrageous actions &amp; behaviour attacking PMO.Primarly cos PM is @narendramodi Whats un… https://t.co/PeVj6TQYZh,2021-05-31 14:56:45,106,321,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,1,42859
23,1399313327239561216,🤔🙇🕵️‍♂️ https://t.co/QV7qo2PaM7,2021-05-31 10:34:29,0,2,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,0,42859
24,1399313109660012545,"RT @timesofindia: Find Covid origin or face another pandemic, US experts warn 

Read: https://t.co/XfEWZwuOvE https://t.co/v7zKersFUh",2021-05-31 10:33:37,43,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,2,0,1,42859
25,1399301345480347648,"RT @timesofindia: Amid pandemic curbs, marital discord cases pile up at Sharia courts in Mumbai https://t.co/VOrjA6WgeV https://t.co/Ui5KBg…",2021-05-31 09:46:53,12,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,2,0,1,42859
26,1399299463001231365,RT @SushantBSinha: सेंट्रल विस्टा मामले में दुर्भावना से याचिका लगानेवाले पर तो फाइन लगा दिया कोर्ट ने पर जिसे कोर्ट पब्लिक के हित का प्रो…,2021-05-31 09:39:24,5773,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
27,1399299427337007109,"RT @gchikermane: Context 2 on diversionary tactics: thank you for your concern, Twitter — now fall in line with Indian laws",2021-05-31 09:39:15,12,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
28,1399299387067539457,"RT @ashwani_mahajan: WHO reviewing Pfizer, Moderna vaccines possible links to myocarditis https://t.co/Q0lQH3jdnS",2021-05-31 09:39:06,55,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,1,0,1,42859
29,1399299348928761861,"RT @TimesNow: I have written to the Minister of Education summarising numerous suggestions I received from students, parents and teachers r…",2021-05-31 09:38:57,32,0,Twitter for iPhone,3582554773,rohanduaTOI,Rohan Dua,2015-09-16 12:15:20,Journalist @timesofindia.Ex-Reuters.Writing gives me a sense of gratification.I earn my livelihood out of it.Fiercely fearless.Views personal.RTs no endorsement,160,26888,1586,Chandigarh- J&K - Delhi - UP,0,0,1,42859
30,1379612202236186626,#अभियोजनदिग्दर्शिका अभियोजन निदेशालय की त्रैमासिक पत्रिका अभियोजन दिग्दर्शिका का नवीनतम अंक अपराध न्याय प्रणाली से… https://t.co/8WnWrsa9ir,2021-04-07 01:49:15,4,13,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
31,1379459208194662405,RT @homeupgov: माननीय मुख्यमंत्री श्री @myogiadityanath जी के निर्देश पर विगत 17 अक्टूबर 2020 से चलाये गये मिशन शक्ति अभियान के दौरान महिला…,2021-04-06 15:41:19,40,0,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",0,0,2,1274
32,1379459165274304513,"RT @homeupgov: ACS गृह, श्री @AwasthiAwanishK जी ने बताया कि विगत 17 अक्टूबर, 2020 से इस वर्ष 24 मार्च तक लगभग 05 माह से अधिक की अवधि में अ…",2021-04-06 15:41:08,6,0,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",0,0,2,1274
33,1379459146165051397,"RT @homeupgov: ACS गृह, श्री @AwasthiAwanishK जी ने 
बताया कि उक्त अवधि में अभियोजन विभाग को 414 अभियुक्तों को दस वर्ष एवं उससे अधिक का का…",2021-04-06 15:41:04,22,0,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",0,0,2,1274
34,1377874083690389504,#मिशनशक्ति में #UP_Prosecution का शानदार प्रदर्शन ! https://t.co/4EKeE65tVW,2021-04-02 06:42:35,3,13,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,2,0,1274
35,1377871346881851394,#UP_Prosecution का अद्भुत प्रदर्शन ! मथुरा के एक सनसनीखेज तिहरे हत्याकांड के दोषी को मृत्युदंड से दण्डित कराया गया। https://t.co/r56ywzOGU3,2021-04-02 06:31:43,4,12,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
36,1377870841887645704,#मिशनशक्ति भंडारा खाने गयी 10 वर्षीया बच्ची के साथ दुष्कर्म करने वाले घृणित अपराधी को फ़िरोज़ाबाद अभियोजन द्वारा मृ… https://t.co/vCmdm7NE84,2021-04-02 06:29:42,2,9,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
37,1375866871686123520,RT @homeupgov: Congratulations to the entire team of Police &amp; Prosecutors for ensuring capital punishment in a gruesome triple murder &amp; rap…,2021-03-27 17:46:39,18,0,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",0,0,1,1274
38,1375701788205096967,"UP records sharp dip in crime against women....Apart from the Data of NCRB , 13 Capital Punishment ie Death Penalit… https://t.co/gRRpN3OmSc",2021-03-27 06:50:40,4,12,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,0,0,1274
39,1375668147554897922,#मिशनशक्ति के अंतर्गत एक पति और उसके चार माह के पुत्र की हत्या के बाद उसकी पत्नी और पुत्री के साथ बलात्कार और फिर ह… https://t.co/8Mq8hOp45T,2021-03-27 04:36:59,1,9,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
40,1374935257070243844,#मिशनशक्ति के अंतर्गत बुलंदशहर अभियोजन द्वारा एक छात्रा के सामूहिक बलात्कार व हत्या करने वाले तीन दरिंदों को मृत्यु… https://t.co/9TVpxwWzAe,2021-03-25 04:04:45,0,8,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
41,1374913837233627146,#MissionShakti  Continues... https://t.co/qAsIUl9H3J,2021-03-25 02:39:38,0,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
42,1374565806122561538,#UP_Prosecution सर्वश्रेष्ठ अभियोजन ! https://t.co/5UGlbhrPNu,2021-03-24 03:36:41,2,5,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
43,1374564939252166659,#मिशनशक्ति अभियोजन की अद्वितीय भूमिका ! https://t.co/g4MYdQTHGZ,2021-03-24 03:33:14,0,7,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
44,1374298295099518982,डॉ राम मनोहर लोहिया राष्ट्रीय विधि विश्वविद्यालय एवं अभियोजन निदेशालय के संयुक्त तत्वाधान में उत्तर प्रदेश के अभियो… https://t.co/6irxuYXWGy,2021-03-23 09:53:41,6,10,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,0,0,1274
45,1373841371740577794,"#मिशनशक्ति अनूठा अभियान,अद्भुत परिणाम... https://t.co/RHcEivdLQE",2021-03-22 03:38:02,1,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
46,1373840763348340737,#UP_Prosecution उत्कृष्ट सतत अनवरत.. https://t.co/jYdiqUWsVn,2021-03-22 03:35:37,1,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
47,1371825500654473219,महानिदेशक अभियोजन @ashuips1992 न सिर्फ अभियोजन की दशा दिशा बदल रहे हैं वरन विभाग को प्रेरित करने वाले व्यक्तित्व भी… https://t.co/h0sulijlRs,2021-03-16 14:07:41,4,11,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,0,1,1274
48,1369485140787822594,#UP_Prosecution के अभियानों की सफलताओं का सिलसिला जारी है ! इस श्रृंखला में सुल्तानपुर अभियोजन का उत्कृष्ट अभियोजन! https://t.co/DnQFFt4Mkk,2021-03-10 03:07:56,0,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
49,1369117467000270848,#मिशनशक्ति पब्लिक प्रोसिक्यूटर्स द्वारा महिला दिवस पर विभिन्न गतिविधियों में भूमिका निर्वहन। https://t.co/coIfGguHJj,2021-03-09 02:46:55,0,8,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
50,1369110419911045121,"#मिशनशक्ति में विरले से विरला मामला, विरले से विरला दण्ड, मृत्युदंड। शाबाश जौनपुर अभियोजन! https://t.co/7n601o1NfH",2021-03-09 02:18:55,0,7,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
51,1368912961222287360,#MissionShakti https://t.co/lT0R7TpwkN,2021-03-08 13:14:17,1,8,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
52,1368442308056600576,"#मिशनशक्ति बलिया, शामली, कुशीनगर और औरैया में बेहतरीन अभियोजन। https://t.co/YlZjdbYIPv",2021-03-07 06:04:05,0,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
53,1368441627337891840,#मिशनशक्ति मिर्ज़ापुर व कन्नौज https://t.co/4uEHbn31JL,2021-03-07 06:01:23,0,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
54,1368441266258604033,#मिशनशक्ति प्रतापगढ़ व कानपुर https://t.co/E8QTHG35Aw,2021-03-07 05:59:56,1,9,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
55,1368440719933763587,#मिशनशक्ति कौशाम्बी और आगरा https://t.co/8bVZ0TzStk,2021-03-07 05:57:46,1,7,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
56,1368440282451124224,#मिशनशक्ति जौनपुर https://t.co/VsHeeXoSZE,2021-03-07 05:56:02,0,5,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
57,1368440094563004417,#मिशनशक्ति मुरादाबाद और अमरोहा https://t.co/wFqHsUEXTW,2021-03-07 05:55:17,0,6,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
58,1368439662662979584,#मिशनशक्ति खीरी https://t.co/nupBtX9ovD,2021-03-07 05:53:34,0,5,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
59,1367875024263114753,#मिशनशक्ति के अंतर्गत महिला अभियोजन अधिकारियों की तीन दिवसीय कार्यशाला आज अभियोजन निदेशालय में अपर पुलिस महानिदेशक… https://t.co/Z4YxqXt1xg,2021-03-05 16:29:54,1,13,Twitter for Android,774165278833848320,UP_Prosecution,UP PROSECUTION,2016-09-09 08:39:20,"Official Twitter Account of DIRECTORATE OF PROSECUTION, Uttar Pradesh.",70,378,20,"Uttar Pradesh, India",1,1,0,1274
60,1398621501247528960,"RT @OmPandeylive: लखनऊ:
- योगीराज में जेल से बाहर नहीं आना चाहते अपराधी
- जेल से बाहर आने में अपराधियों को लगता है डर
- 9 जिलों में आश्चर्य…",2021-05-29 12:45:25,5,0,Twitter for Android,1144150768686993409,DgPrisons,DG PRISONS U.P,2019-06-27 07:49:35,This is official Twitter account of director general of prisons Uttar Pradesh.,78,2138,66,Lucknow,0,0,1,155
61,1398620542022742016,"RT @aap_ka_santosh: ""हमको जेल अच्छी लगती है हम यही ठीक है,नही जाना परोल पर बाहर""
यूपी की 9 जेल के 21 कैदियो ने पैरोल लेने से मना कर दिया है…",2021-05-29 12:41:36,23,0,Twitter for Android,1144150768686993409,DgPrisons,DG PRISONS U.P,2019-06-27 07:49:35,This is official Twitter account of director general of prisons Uttar Pradesh.,78,2138,66,Lucknow,0,0,1,155
