,TwittID,TextData,TweetCreatedAt,RetweetCount,TweetFavouriteCount,TweetSource,UserID,UserScreenName,UserName,UserCreatedAt,UserDescription,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation
21,1399270648694722561,RT @VenusLux: Happy st Patrick’s day @VenusLuxFans 💋😜💕 https://t.co/SO0nssezyS,2021-05-31 07:44:54,172,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
22,1399270568784891905,"RT @BrazzersHistory: Today in @Brazzers History: March 19, 2012 the best fighter pilot @thereallisaann was going to show that she has a few…",2021-05-31 07:44:35,206,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
23,1399270496458330115,"RT @BrazzersHistory: Today in @Brazzers History: March 21, 2012 @JohnnySins' sexy milf neighbor @AriellaFerrera was ready to do anything fo…",2021-05-31 07:44:18,333,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
24,1399270377696595968,RT @DANNY_PRONSTAR: MY HOT🔥@DANNY_PRONSTAR 🔥 https://t.co/ryRtiLaFuJ,2021-05-31 07:43:49,297,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
25,1399270299623837697,RT @ShaneDiesel5: https://t.co/ipRLl5fo4Y,2021-05-31 07:43:31,37,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
26,1399270255998898177,"RT @Pornopolis_Myr: Our favorite ebony💞@Diamond💞 sucking👅 the dick🍆,🍭Like a lollipop🍭!
Just look👀 her⚠️, she is just PERFECT👸🏾!

#TeamJacks…",2021-05-31 07:43:20,850,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
27,1399270236814143489,"RT @BrazzersHistory: ⭐️ 10 YEARS AGO in @Brazzers History: March 30, 2009 #CarmellaBing invited her friend #SiennaWest over for a classic o…",2021-05-31 07:43:16,302,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
28,1399269998560903172,RT @kylieireland: It's time! Join me NOW for a naughty camshow on http://t.co/Czo1mhtQqe #hubbahubba http://t.co/f9YpC1VylI,2021-05-31 07:42:19,14,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
29,1399269888938504192,"RT @BrazzersHistory: Today in @Brazzers History: April 13, 2011 @thereallisaann paired up with @KeiranLee and rode the hell out of his cock…",2021-05-31 07:41:53,169,0,Twitter Web App,1338642147700953088,MattLov14455762,💋Matt Love💋,2020-12-15 00:29:02,"❤️💛💖👅💋Just relax & let daddy unleash your fantasies.
I do not own any of this content, just happy spreading the love ❤️💛💖👅💋",123,77,887,
30,1399672983711584259,"RT @OnMyStandard: 𝐓𝐡𝐞 𝐁𝐨𝐬𝐬. 𝐓𝐡𝐞 𝐁𝐥𝐮𝐞𝐩𝐫𝐢𝐧𝐭. 𝐓𝐡𝐞 𝐒𝐭𝐚𝐧𝐝𝐚𝐫𝐝.

𝐍𝐒𝐅𝐖 𝐭𝐫𝐚𝐧𝐬 𝐩𝐨𝐫𝐭𝐫𝐚𝐲𝐚𝐥. 𝐁𝐢 𝐭𝐨𝐩. 𝐒𝐡𝐢𝐩𝐬 𝐰/ 𝐜𝐡𝐞𝐦𝐢𝐬𝐭𝐫𝐲. 𝐋𝐢𝐭𝐞𝐫𝐚𝐭𝐞 𝐚𝐧𝐝 𝐦𝐚𝐭𝐜𝐡𝐞𝐬 𝐬𝐭𝐲𝐥𝐞. 𝐃𝐌'…",2021-06-01 10:23:38,45,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
31,1397278793006473219,"RT @FlipOnTheScene: 𝖳𝖠𝖸 𝖢𝖮𝖭𝖳𝖨.

A heterosexual portrayal of AEW’s own, Tay Conti. Not for the eyes of anyone under the age of eighteen. A s…",2021-05-25 19:49:59,48,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
32,1397275362522853378,"RT @RoleModelWays: The Eva-Lution 
        Is Coming Soon. 

Eva portrayal

*Bisexual
*Single
*Friendly
*Female Writer
*Super RoleModel 
*O…",2021-05-25 19:36:21,41,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
33,1397138215254044673,"RT @ALegitBlueprint: [Sᴀsʜᴀ Bᴀɴᴋs Rᴏʟᴇᴘʟᴀʏ]

-Fᴇᴍᴀʟᴇ Wʀɪᴛᴇʀ!
-Is ᴀs Dᴇsᴄʀɪᴘᴛɪᴠᴇ ᴀs ʏᴏᴜ
-Bɪsᴇxᴜᴀʟ (Fᴇᴍᴀʟᴇ Lᴇᴀɴ)
-NSFW ᴄᴏɴᴛᴇɴᴛ 
-Lᴏᴏᴋɪɴɢ ғᴏʀ…",2021-05-25 10:31:22,329,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
34,1396753418262401026,"RT @CandyOfYourLife: ⠀⠀⠀𝑨 𝑮𝒐𝒅𝒅𝒆𝒔𝒔 𝑨𝒎𝒐𝒏𝒈𝒔𝒕 𝑷𝒆𝒂𝒔𝒂𝒏𝒕𝒔

            ​        𝐌𝐀𝐑𝐘𝐒𝐄 

                         ♥|↺

                𝐈𝐧𝐟𝐨 𝐋𝐢𝐬𝐭𝐞𝐝…",2021-05-24 09:02:19,133,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
35,1396734507647213569,"RT @HardLikeJade: ༉‧₊˚✧                  『I look like money』

˚₊· ͟͟͞͞➳❥  Highly NSFW portrayal of Jade Cargill
˚₊· ͟͟͞͞➳❥ 18+
˚₊· ͟͟͞͞➳❥ T…",2021-05-24 07:47:11,38,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
36,1396732129116147713,"RT @IIconicLee: ⠀ 

𝐶𝑎𝑠𝑠𝑖𝑒 𝐿𝑒𝑒
 
     𝑃𝑎𝑛𝑠𝑒𝑥𝑢𝑎𝑙 - 𝑃𝑜𝑠𝑠𝑖𝑏𝑙𝑒 𝑆ℎ𝑖𝑝𝑠 - 𝑆𝑤𝑖𝑡𝑐ℎ
⠀ ⠀ ⠀ ⠀
                        [ ↺ + ♡ ] https://t.co/EDhrlWdRc8",2021-05-24 07:37:44,33,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
37,1396725386260713475,"RT @SashaAzulBanks: 𝐒

𝐀

𝐇

𝐒

𝐀

       [𝘋𝘦𝘴𝘤𝘳𝘪𝘱𝘵𝘪𝘷𝘦. 𝘓𝘪𝘵𝘦𝘳𝘢𝘵𝘦. 𝘉𝘪𝘴𝘦𝘹𝘶𝘢𝘭. 𝘚𝘩𝘪𝘱𝘴 𝘸𝘪𝘵𝘩 @EgotisticKicks. 𝘌𝘹𝘱𝘦𝘳𝘪𝘦𝘯𝘤𝘦 𝘸𝘳𝘪𝘵𝘦𝘳. 𝘧𝘰𝘳𝘮𝘦𝘳 𝘴𝘮𝘢𝘤𝘬𝘥𝘰𝘸𝘯…",2021-05-24 07:10:56,38,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
38,1396724830683209732,"RT @StephIsMomma: ⠀⠀⠀  ⠀⠀⠀ ⠀⠀⠀  ⠀⠀⠀ ♕
⠀⠀⠀⠀ ༄ ‧₊˚ stephanie mcmahon˚ ͙۪۪̥◌

⠀⠀⠀⠀ ⇢ 18+. nsfw. cougar. taboo.
⠀ ⠀ ⠀literate/descriptive. lewd…",2021-05-24 07:08:44,50,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
39,1396724039008362497,"RT @QueenOfEveryEra: ᅠ
ᅠ

  ⠀⠀⠀      𝐂𝐇𝐀𝐑𝐋𝐎𝐓𝐓𝐄 𝐅𝐋𝐀𝐈𝐑.
  ⠀⠀⠀⠀       𝗐𝗋𝖾𝗌𝗍𝗅𝖾𝗋 &amp; 𝖮𝖥 𝗆𝗈𝖽𝖾𝗅.
                           ◜ ↺ / ♡ ◞

ᅠ
ᅠ https://t…",2021-05-24 07:05:35,40,0,Twitter for Android,1288467792333885440,HerFabulousWays,𝗟𝗘𝗔𝗛 𝗩𝗔𝗡 𝗗𝗔𝗟𝗘 | Not @CarmellaWWE,2020-07-29 13:34:07,"𝗜'𝗺 𝗻𝗼𝘁 𝗮𝗻 𝗲𝗮𝘀𝘆 𝘄𝗼𝗺𝗮𝗻, 𝗷𝘂𝘀𝘁 𝗮 𝘄𝗼𝗺𝗮𝗻 𝘄𝗵𝗼 𝗹𝗼𝘃𝗲𝘀 𝘀𝗲𝘅 𝗮𝗻𝗱 𝗳𝘂𝗰𝗸𝗶𝗻𝗴, 𝗦𝗲𝗱𝘂𝗰𝗲 𝗺𝗲 𝗴𝗶𝗿𝗹𝘀 😍❤🖤",82,662,458,
40,1399634375172521984,RT @cons_owned: https://t.co/tfH2uPsOr4,2021-06-01 07:50:13,3158,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
41,1399633890701025281,RT @Javigameboy: it’s time 💖💜💙 #PrideMonth2021 https://t.co/sUmtjjI3zT,2021-06-01 07:48:18,96,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
42,1399631359216214016,"RT @MiguelB_32X: 🦔👍

#SonicTheHedgehog #Sonic30th #sonicfanart #sonicartist https://t.co/OChGxpl1Nz",2021-06-01 07:38:14,241,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
43,1399630233922248704,"RT @sohrkhai: Minors running to tweet ""echo project is flopping besties!!!"" after the writers/artists told them to fuck off https://t.co/4v…",2021-06-01 07:33:46,29,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
44,1399629449255997440,RT @PokemonContexts: I love the way Agatha’s Gengar comes out of the pokéball 👀 https://t.co/LhEV7a8fIF,2021-06-01 07:30:39,4099,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
45,1399628912938733571,RT @Bulbagarden: Happy Monday! https://t.co/p8bTkivxPS,2021-06-01 07:28:31,593,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
46,1399628236934369282,RT @BrentToderian: The most important thing about this amazing Paris transformation is how fast it happened — how fast people on bikes “app…,2021-06-01 07:25:50,2172,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
47,1399628158454800391,RT @BunnyCharlene: stop trying to make villains relatable. go back to making them hot,2021-06-01 07:25:31,152,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
48,1399627321464692740,@DKmate1 I could but I try not to because I need some sleep schedule XD,2021-06-01 07:22:11,0,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
49,1399625049183686656,@eggo21art @cobywb Oh that's huge~! Way bigger than the usual size~! 😍😍😍,2021-06-01 07:13:10,0,0,Twitter Web App,3548525477,ShatteredReaper,Shattered Reaper (Commissions Open),2015-09-04 21:08:32,"Age: 23 +18 please! no minors sorry.
Servant of Death. Commissions Traditional Art & Literature. DMs are open! 
https://t.co/jY7CBC9ZtF…",136,550,2120,Realm of Death
50,1399647959973761024,"RT @SashaBull78: How I like to greet the hubby and his friends 🍆🍆😈💦 
Subscribe to see more. 30% off, FREE Audio dick rate and 6 min vid. NO…",2021-06-01 08:44:12,257,0,Twitter for Android,1162775019245723649,HornyScotsman98,Calum,2019-08-17 17:15:52,bi  22😉😉 DM me If you want to see my sex doll,45,187,548,"Scotland, United Kingdom"
