UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,SpammerOrNot
1399708710,IgRangeVaranasi,03-05-2013 13:20,142,22991,17,"Varanasi, India",0.233333333,0.166666667,3.166666667,22.76666667,0.733333333,15321,0
3178012657,sonbhadrapolice,28-04-2015 08:41,134,11014,142,Sonbhadra U.P India,0.3,0.633333333,2.3,33.1,7.1,7398,0
1331034252,jaunpurpolice,06-04-2013 08:23,132,5538,147,"Jaunpur, India",0.1,0.7,2.933333333,8.066666667,8.1,25194,0
8.10E+17,BngWeather,16-12-2016 06:40,142,5510,140,"Bengaluru, India",0.866666667,0.5,0.7,50.03333333,24.03333333,6147,0
7.92E+17,UdhampurPolice,29-10-2016 10:06,31,5238,153,"Udhampur, Jammu And Kashmir",0,0.966666667,1.166666667,3.666666667,19.63333333,681,0
8.27E+17,DHFWKA,01-02-2017 10:09,94,1286,1734,"Karnataka, India",0.9,1.066666667,0,1.566666667,7.633333333,1467,0
3657712400,digilocker_ind,23-09-2015 08:32,160,15500,20,"New Delhi, Delhi",0.033333333,0.766666667,1.766666667,3.266666667,8.933333333,1317,0
8.75E+17,BaramullaPolice,14-06-2017 13:58,160,6128,145,"Baramulla J&K,INDIA🇮🇳",0.166666667,0.7,1.2,43.4,28.53333333,533,0
264681786,KashmirPolice,12-03-2011 08:41,90,14163,96,0,1.366666667,0.3,0.933333333,9.4,15.16666667,6601,0
1.07E+18,DistrictPolice1,01-12-2018 04:56,71,40,73,"Chitradurga, India",0.633333333,0.666666667,0.4,10.66666667,0.8,165,0
7.40E+17,Tripura_Police,06-06-2016 13:31,33,2085,38,"Agartala, India",0.533333333,0.633333333,1.433333333,31.73333333,14.7,285,0
4843765218,JmuKmrPolice,01-02-2016 09:02,138,60584,176,"Jammu, Srinagar",0.2,0.033333333,1,8.066666667,0,7047,0
9.08E+17,PoliceRajasthan,13-09-2017 13:01,152,37987,233,"Jaipur, India",1.6,1.466666667,0.933333333,73.9,155.1666667,1663,0
3306790844,assampolice,05-08-2015 09:23,97,12819,98,"Guwahati, Assam",0,0.6,5.6,78.2,68.4,1168,0
2842306788,hydcitypolice,06-10-2014 12:54,135,124721,181,Hyderabad,0.066666667,0.4,4.2,1.733333333,3.033333333,33073,0
3412395613,KolkataPolice,01-09-2015 07:23,100,664916,22,"18 Lalbazar St. Kolkata-1,WB",0.333333333,0.6,0.966666667,9.366666667,39.16666667,2944,0
143766231,dtptraffic,14-05-2010 10:06,40,1156777,21,"India, Delhi",0,0.866666667,6.266666667,0.633333333,3.133333333,153973,0
9.60E+17,AhmedabadPolice,03-02-2018 06:56,96,25084,24,"Ahmedabad, Gujarat",0.7,1.1,4.9,63,195.6,2850,0
8.06E+17,GujaratPolice,05-12-2016 09:16,102,29657,71,"Gandhinagar, Gujarat, India",0.466666667,1.6,1.266666667,112.6,651.0666667,582,0
626218913,CPDelhi,04-07-2012 06:32,153,146190,11,"Delhi, India",0.4,0.533333333,0.666666667,119.9666667,384.0666667,835,0
1100927498,DDNewsLive,18-01-2013 13:04,134,2479105,38,"New Delhi, India",0.566666667,0.966666667,0.033333333,14.83333333,53.43333333,139376,0
7.85E+17,IAF_MCC,08-10-2016 10:41,45,561004,21,"New Delhi,India",0.866666667,0.866666667,0.333333333,281.1,1608.566667,2729,0
7.89E+17,CISFHQrs,21-10-2016 04:49,126,154444,100,I N D I A,0.633333333,1.033333333,0.366666667,10.36666667,105.9,6941,0
1.09E+18,SiManojThakur1,30-01-2019 15:24,51,472,859,"Ahraura, India",0.7,0.7,1.3,8.166666667,26.76666667,179,0
7.24E+17,VikramA79117869,22-04-2016 13:27,155,470,25,गौतमबुद्धनगर (उत्तर प्रदेश),0.4,0.466666667,2,425.9,0.466666667,17320,0
7.24E+17,VikramA79117869,22-04-2016 13:27,155,472,25,गौतमबुद्धनगर (उत्तर प्रदेश),0.4,0.466666667,2,425.9,0.466666667,17320,0
1.08E+18,GuwahatiPol,12-01-2019 16:19,73,739,28,"Guwahati, India",0.366666667,0.4,1.066666667,169.2333333,11.13333333,26,0
9.60E+17,AhmedabadPolice,03-02-2018 06:56,96,25085,24,"Ahmedabad, Gujarat",0.7,1.1,4.9,63,195.6,2850,0
136182704,venkatashok,23-04-2010 07:02,0,106,618,"Greater Noida, India",0.433333333,0.4,0.966666667,794.0333333,0.5,77,0
3263041614,bareillytraffic,01-07-2015 09:21,137,1390,36,"Bareilly, Uttar Pradesh",0.866666667,0.166666667,0.766666667,114.9333333,0.266666667,5341,0
1.11E+18,ECISVEEP,18-03-2019 11:29,160,39371,63,0,0.9,1.033333333,0.966666667,8.1,20.1,1127,0
1.02E+18,DmHapur,12-07-2018 09:50,0,620,1152,0,2.8,0.733333333,2.066666667,39.6,1.666666667,3767,0
1.11E+18,DEHRA_CHOKI,14-03-2019 16:37,41,16,29,"Moradabad, India",0.166666667,0.833333333,0.633333333,7.2,4.933333333,58,0
389910518,ceoup,13-10-2011 05:29,139,4905,44,uttar pradesh,2.366666667,0.933333333,0.466666667,3.833333333,3.7,2030,0
9.81E+17,uttarakhandcops,03-04-2018 05:49,67,2917,38,"Dehradun, India",0.366666667,0.7,0.766666667,9.333333333,38.86666667,786,0
9.83E+17,ProDixit,09-04-2018 16:12,27,273,23,"Noida, India",0.066666667,0.066666667,0.6,9.866666667,0.233333333,6,0
1056850669,airnewsalerts,03-01-2013 04:15,114,2050934,15,"New Delhi, India",2.733333333,1.333333333,0.333333333,16.7,62.6,227526,0
231033118,PIB_India,27-12-2010 11:55,156,1508283,199,New Delhi,0.9,0.733333333,0.433333333,117.8666667,33.3,203554,0
1227253801,adgpi,28-02-2013 10:34,72,5971895,114,"New Delhi, Delhi",0.933333333,0.933333333,0.2,313.1666667,1783.6,8853,0
3492240913,NIA_India,08-09-2015 10:54,131,89785,22,"New Delhi, Delhi",0,0.966666667,0,255.6333333,679.2,223,0
8.67E+17,BharatKeVeer,23-05-2017 09:58,152,74183,58,"New Delhi, India",0.6,0.233333333,1.366666667,235.7666667,101.1333333,18261,0
501617441,NameisNani,24-02-2012 09:36,11,3252700,43,"Hyderabad, India",0.066666667,0.066666667,0.933333333,151.9666667,1676.533333,4783,0
2457802914,lrvr1974,22-04-2014 08:12,0,2,9,0,0.3,0.6,0.9,31.96666667,0,23,0
1.09E+18,MLA54327644,01-02-2019 06:56,19,5,1,0,0,0,0.033333333,0,0.033333333,1,0
1.05E+18,WomenCid,04-10-2018 06:46,0,50,11,0,0,0.033333333,0,0,0.033333333,1,0
7.89E+17,cpkarimnagar,19-10-2016 14:41,116,1602,9,"Karimnagar, India",0,0.966666667,0.066666667,1.466666667,18.13333333,1340,0
3876966136,cpwrlc,06-10-2015 03:22,119,954,47,"Warangal-Hamamkonda, India",0,0.5,1.5,1.366666667,12.33333333,284,0
8.70E+17,CyberProtectUK,30-05-2017 12:24,109,5214,379,"City of London, London",0.133333333,0.833333333,0.6,46.9,11.36666667,1585,0
7.90E+17,spsangareddy,22-10-2016 10:15,118,1512,91,"Sangareddy, India",0.066666667,0.466666667,2.433333333,3.433333333,2.233333333,476,0
7.89E+17,spsuryapet,19-10-2016 14:03,117,1789,55,"Suryapet, India",0.033333333,1,0.1,0.366666667,4.166666667,189,0
7.89E+17,cpramagundam,19-10-2016 14:46,118,1633,24,"Ramagundam, India",0.7,1,0,0.6,10.03333333,639,0
8.21E+17,sp_kamareddy,17-01-2017 05:28,145,396,4,"Kamareddy, India",0.066666667,1,0,0.3,4.566666667,160,0
2444881508,cp_nizamabad,15-04-2014 04:20,2,981,30,"Police Commissionerate, Vijay Talkies Road, Nizamabad Telangana State. Cell: 9440795448.",0.333333333,0.966666667,0.433333333,45.5,0.5,1486,0
8.23E+17,Vikarabadpolice,22-01-2017 14:06,43,386,30,0,0.666666667,0.9,0.233333333,10.96666667,5.733333333,197,0
7.89E+17,spsiricilla,19-10-2016 12:41,116,1035,63,siricilla ,0.066666667,0.966666667,0.266666667,7.866666667,8.033333333,595,0
1.02E+18,CPRODGPTS,13-07-2018 10:48,95,279,26,"Hyderabad, India",0.633333333,0.633333333,1.366666667,8.1,10.5,57,0
2611134289,ndmaindia,08-07-2014 05:49,53,107684,1579,New Delhi-110029,4.4,2,0.133333333,8.8,20.93333333,20466,0
4756886606,InsptrJbh,14-01-2016 07:20,19,300,69,"Hyderabad, India",0,0.833333333,2.833333333,0.066666667,0.933333333,33,0
7.32E+17,NICMeity,15-05-2016 08:43,94,21405,19,"New Delhi, India",1.066666667,0.933333333,0.233333333,10.7,28.46666667,1660,0
9.71E+17,CyberDost,05-03-2018 09:27,156,54216,76,India,9.6,6.4,4.8,704.2666667,2009.066667,432,0
4836687032,sspnoida,30-01-2016 20:48,77,10265,155,Noida,0.533333333,0.433333333,1.766666667,144.6,81.73333333,975,0
9.93E+17,ajay_sharmaips,07-05-2018 04:32,20,668,14,"Greater Noida, India",0.166666667,0.3,4.166666667,15.43333333,5.533333333,104,0
8.53E+17,ParivahanUP,15-04-2017 06:38,75,16306,23,"Lucknow, India",0.033333333,0.3,3.066666667,1.433333333,1.466666667,3520,0
9.99E+17,UPPolNRI,22-05-2018 03:48,155,4584,66,"Uttar Pradesh, India",1.333333333,0.933333333,11.6,226.2666667,42.66666667,328,0
7.38E+17,ajay85ldh,01-06-2016 04:30,9,8566,27,Shamli,0.266666667,1,5.733333333,78.33333333,323.0666667,346,0
8.71E+17,NoidaUP100,04-06-2017 04:28,53,542,13,"Noida, India",0.633333333,0.466666667,1.8,118.7,4.733333333,686,0
1394485897,SidharthNSingh,01-05-2013 11:52,63,309752,223,New Delhi,0.433333333,0.833333333,0.233333333,75.5,146.2666667,7045,0
67378160,DainikBhaskar,20-08-2009 18:04,76,634515,46,India,8.933333333,4,1.333333333,12.53333333,87.9,119712,0
2183816041,arunjaitley,09-11-2013 07:33,62,14634914,161,New Delhi,0.133333333,0.866666667,0.1,1160.2,4514.633333,3696,0
64639742,JagranNews,11-08-2009 05:51,68,671102,46,India,0.466666667,1.2,0.1,21.76666667,123.2333333,139628,0
798135834,ptshrikant,02-09-2012 12:11,32,860509,421,"Lucknow, India",0,0.466666667,2.766666667,5.7,34.76666667,33573,0
1346439824,rajnathsingh,12-04-2013 09:46,46,12801950,274,0,0,1.666666667,0.266666667,2311.4,12740.63333,4199,0
4208714065,drdineshbjp,12-11-2015 04:29,119,1148878,122,"Uttar Pradesh, Lucknow",0.033333333,0.933333333,0.166666667,206.8,592.5666667,3152,0
2541363451,HMOIndia,02-06-2014 12:15,36,2923094,131,"North Block, New Delhi",0,1.333333333,1.733333333,1796.9,2001.533333,5212,0
219940006,News18UP,26-11-2010 09:40,144,428072,94,Lucknow,0.666666667,1.933333333,0,6.666666667,49.93333333,361614,0
1583043284,kpmaurya1,10-07-2013 12:49,27,1766684,232,"लखनऊ, भारत",0.433333333,0.933333333,0.433333333,91.96666667,485.9333333,11916,0
3437532637,myogiadityanath,03-09-2015 13:56,151,3857903,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0
3437532637,myogiadityanath,03-09-2015 13:56,151,3857904,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0
3313144356,HomeDepttUP,12-08-2015 08:44,0,64227,1,"Lucknow, Uttar Pradesh",0,0.933333333,0,30.5,147.7666667,337,0
1471507939,bijnorpolice,31-05-2013 06:31,131,16693,206,"Bijnor, UP, India",0.266666667,0.366666667,2.3,15.9,2.833333333,15825,0
4878475779,HsyTimes,05-02-2016 19:19,98,113,472,"नई दिल्ली, भारत",0.533333333,0.033333333,1.233333333,1.3,0,1944,0
8.14E+17,Ariffaizylawar,28-12-2016 04:58,0,225,314,Town Lawar Meerut Uttar Prades,0.233333333,0.633333333,1.333333333,184.8666667,1.466666667,362,0
1271749327,Uppolice,16-03-2013 08:06,127,616756,504,DGP HQs LUCKNOW,0.2,0.5,7.7,6.666666667,7.833333333,171976,0
8.04E+17,UPPViralCheck,30-11-2016 17:53,143,8752,5,0,1.666666667,0.866666667,3.466666667,268.9333333,203.8666667,163,0
9.00E+17,ASTITV17,22-08-2017 05:54,152,786,143,"Lucknow, India",3.533333333,2.133333333,0.4,70.2,78.4,202,0
8.43E+17,dgpup,18-03-2017 05:57,99,617697,10,"DGP HQS Lucknow, UP",1.866666667,0.6,1.666666667,1120.233333,2005.166667,474,0
3437532637,myogiadityanath,03-09-2015 13:56,151,3857935,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0
8.85E+17,rashtrapatibhvn,13-07-2017 13:12,155,5140384,1,"New Delhi, India",0.066666667,2,0,1038.433333,7092.266667,5611,0
67378160,DainikBhaskar,20-08-2009 18:04,76,634519,46,India,8.933333333,4,1.333333333,12.53333333,87.9,119712,0
169018518,AmarUjalaNews,21-07-2010 10:04,136,794157,75,India,0.766666667,1,0.166666667,5.433333333,43.1,184083,0
7.26E+17,_NationalVoice,28-04-2016 04:40,85,17714,11,"Lucknow, India",3.633333333,0.966666667,0.866666667,0.5,1.4,141326,0
103770785,TwitterIndia,11-01-2010 05:44,105,2032549,81,0,1.733333333,1.4,2.8,130.9333333,67.9,4910,0
355989081,ANI,16-08-2011 05:23,145,2834342,0,India,0.266666667,0.8,0.2,94.5,338.8,327643,0
1471554966,jhansipolice,31-05-2013 07:33,131,14937,220,SSP Office,0.433333333,0.633333333,4,42.3,0.266666667,16756,0
318195157,IASassociation,16-06-2011 03:23,108,223446,812,New Delhi,0.166666667,0.733333333,0.466666667,827.4,1560.733333,2601,0
461841349,ZeeNewsHindi,12-01-2012 07:52,110,1868920,22,India,2.033333333,2.9,1.5,244.9666667,992.1666667,181028,0
461841349,ZeeNewsHindi,12-01-2012 07:52,110,1868921,22,India,2.033333333,2.9,1.5,244.9666667,992.1666667,181028,0
7.12E+17,samayupuk,22-03-2016 13:37,0,1616,314,0,0.133333333,0.166666667,1.833333333,1.333333333,3.6,1300,0
1.09E+18,Dineshdcop,26-01-2019 18:47,4,63,86,"Uttar Pradesh, India",0.2,0.333333333,1.533333333,2081.133333,2.366666667,59,0
8.65E+17,DeepakKumarIPS2,16-05-2017 16:52,0,12106,46,"Uttar Pradesh, India",0.3,0.133333333,1.4,2851.6,0,1601,0
2541861548,smittal_ips,02-06-2014 17:19,139,9268,719,"New Delhi, India",0.266666667,0.633333333,0.833333333,694.2,33.43333333,2009,0
